Student Name,Student ID,Major,Most Consistent Payment Day
James Waller,SID33065,Computer Science,3
Tina Griffin,SID33066,Philosophy,22
Brian Miller,SID33067,Art,22
Edward Spencer,SID33068,Engineering,11
Carrie Curry,SID33069,Literature,8
Aaron Johnson,SID33070,Computer Science,26
Kevin Wright,SID33071,Engineering,6
David Clark,SID33072,Economics,6
Tyler Ray,SID33073,Psychology,25
Kayla Parrish,SID33074,Psychology,17
Vincent Smith,SID33075,Literature,4
Valerie Duran,SID33076,Medicine,28
Sara Zuniga,SID33077,Computer Science,8
Geoffrey Cook,SID33078,Engineering,16
Kelly Morales,SID33079,Computer Science,7
Scott Hammond,SID33080,History,10
John Smith,SID33081,Biology,24
Tammy Holmes,SID33082,Philosophy,2
Lisa Wells,SID33083,Computer Science,18
John Mathis,SID33084,Economics,16
Timothy Daniels,SID33085,Art,23
Monica Cook,SID33086,Literature,16
Erin Cox,SID33087,Computer Science,6
Emma Soto,SID33088,Computer Science,20
Nancy Dunlap,SID33089,Art,16
Sean Brown,SID33090,Art,19
Michelle Hansen,SID33091,Economics,18
Kristina Bowen,SID33092,History,14
Sheri Johnston,SID33093,Philosophy,12
Morgan Schultz,SID33094,Medicine,1
Alexander Kirby,SID33095,Medicine,15
Nathan Johnson,SID33096,History,3
Christian Mann,SID33097,Biology,7
Brian Edwards,SID33098,Medicine,22
Jennifer Caldwell,SID33099,Economics,2
Evan Ewing,SID33100,Mathematics,27
Andrea Baird,SID33101,Computer Science,12
Nichole Robinson,SID33102,Mathematics,8
Gina Downs,SID33103,Art,18
Parker Clay,SID33104,Art,26
Gary Bowman,SID33105,Philosophy,17
Randy Brown,SID33106,Biology,12
Cindy Fowler,SID33107,Economics,14
Catherine Sparks,SID33108,Art,8
Caleb Gonzalez,SID33109,Literature,6
Debbie Miller,SID33110,Computer Science,27
Nicole Benson,SID33111,History,26
Jason Baker,SID33112,History,5
Mary Cox,SID33113,Physics,26
Anthony Roberts,SID33114,Physics,25
Wesley Gonzalez,SID33115,Literature,22
Rachel Cummings,SID33116,Biology,7
Daniel Randolph,SID33117,Mathematics,17
Eric Martinez,SID33118,Physics,26
Mr. Patrick Guzman Jr.,SID33119,Computer Science,8
Matthew Johnson,SID33120,Philosophy,12
Brent Underwood,SID33121,Literature,12
Joshua Cox,SID33122,Literature,11
Brian Ross,SID33123,Engineering,25
Justin Huber,SID33124,Economics,1
Joseph Blevins,SID33125,Literature,11
Lauren Wiggins,SID33126,Economics,12
Kathleen Martinez,SID33127,Physics,3
Michael Baker,SID33128,Computer Science,2
Lisa Reynolds,SID33129,Biology,15
Ian Irwin,SID33130,Mathematics,6
Tanya Hall,SID33131,Art,24
Melissa Santana,SID33132,Computer Science,18
Rachel Jackson,SID33133,Literature,1
Andrew Cisneros,SID33134,Philosophy,19
Alex Harvey,SID33135,Literature,13
Nancy Hogan,SID33136,Computer Science,26
Caleb Torres,SID33137,Physics,19
Katie Schneider,SID33138,History,17
Alexander Kane,SID33139,Art,14
Mrs. Kristen Huffman,SID33140,Art,28
Connor Rowe,SID33141,Art,22
Felicia Le,SID33142,History,22
John Farley,SID33143,Computer Science,28
Mark Andrews,SID33144,Physics,28
Ana Bauer,SID33145,Literature,25
Nicole Graham,SID33146,Psychology,22
Paige Hart MD,SID33147,Physics,22
Amanda Barnes,SID33148,Engineering,8
Wendy Huffman,SID33149,Philosophy,22
Jason Coffey IV,SID33150,Biology,18
Haley Flores,SID33151,Psychology,26
Amanda Stephens,SID33152,Engineering,9
Danielle Grimes,SID33153,Engineering,7
Charles Michael,SID33154,Economics,2
Kimberly Martin,SID33155,Psychology,22
Hunter Lopez,SID33156,Mathematics,7
Justin Moore,SID33157,Physics,17
Paige Johnson,SID33158,Biology,11
Donald Conner DVM,SID33159,Biology,22
Stephanie Gonzales,SID33160,Medicine,5
Katie Campbell,SID33161,Computer Science,4
Rachel Mcdonald,SID33162,Physics,13
Gregory Solis,SID33163,Economics,23
Timothy Campbell,SID33164,Physics,27
Jasmine Wilcox,SID33165,Engineering,9
Erin Schmidt,SID33166,History,19
Kari Clark,SID33167,Art,26
David Thomas,SID33168,Psychology,1
Spencer Webb,SID33169,Economics,4
Victor Mathews,SID33170,Engineering,12
Krista Arellano,SID33171,Art,6
Janet Williams,SID33172,Literature,21
Brianna Murphy,SID33173,Biology,5
Michael Lewis,SID33174,Psychology,16
Angela Hughes,SID33175,Philosophy,9
Rebecca Diaz,SID33176,Medicine,17
Brandy Woodard,SID33177,Philosophy,13
Brianna Rice,SID33178,Computer Science,1
Anna English,SID33179,Physics,13
Tonya Bridges,SID33180,Economics,9
Christian Holder,SID33181,Literature,22
Bailey Riddle,SID33182,Psychology,3
Luis Ali,SID33183,Physics,25
Mr. Taylor Donovan,SID33184,History,15
Jonathan Solomon,SID33185,Literature,26
Nicole Patel,SID33186,Mathematics,5
Angela Welch,SID33187,Economics,11
Jaime Fleming,SID33188,Computer Science,28
Matthew Rodriguez,SID33189,Economics,7
Rose Cooper,SID33190,Engineering,6
Shane Jones,SID33191,Mathematics,8
Jeffrey Davis,SID33192,Computer Science,2
Jennifer Smith,SID33193,History,7
Alec Lopez,SID33194,History,14
Daniel Fuller,SID33195,Medicine,12
Kimberly Lutz,SID33196,Economics,23
Javier Jones,SID33197,Mathematics,17
Donna Williams,SID33198,Literature,13
Gabrielle Roberts,SID33199,Mathematics,14
Emily Skinner,SID33200,Art,8
Ruben Middleton,SID33201,Philosophy,26
Bryan Coleman,SID33202,Medicine,26
Marie Baker,SID33203,Medicine,6
Sherry Torres,SID33204,Medicine,5
Brianna Scott,SID33205,Art,13
Timothy Hartman,SID33206,Literature,10
Joseph Banks,SID33207,Biology,20
Ann Palmer,SID33208,Psychology,13
Daniel Torres,SID33209,History,9
Carlos Nichols,SID33210,Mathematics,16
Stephen Jones,SID33211,Mathematics,25
David James,SID33212,Philosophy,23
Tiffany Martin,SID33213,Philosophy,3
Angelica Johnson,SID33214,Biology,20
Adam Howard,SID33215,Medicine,21
Julia Fowler,SID33216,Physics,16
Monica Martinez,SID33217,Mathematics,26
Margaret Rowe,SID33218,Physics,11
Jason Scott,SID33219,Computer Science,6
Lauren Casey,SID33220,History,6
Eric Gomez,SID33221,Economics,26
Justin Collins,SID33222,Biology,16
John Mcclain,SID33223,Psychology,3
Dr. Jennifer Miller,SID33224,Medicine,21
Jill Martinez,SID33225,Art,18
Jose Tyler,SID33226,Medicine,8
Amanda Stephens,SID33227,Biology,23
Andrea Glenn,SID33228,Physics,9
Angela Adams,SID33229,Economics,11
Todd Cruz,SID33230,Engineering,2
Jacqueline Watson,SID33231,Biology,21
Ryan Mahoney,SID33232,Art,18
Angela Pineda,SID33233,Mathematics,17
Jon Jones,SID33234,Economics,16
Bryce Mitchell,SID33235,History,1
Kevin Williams,SID33236,Engineering,6
James Collins,SID33237,Medicine,8
Suzanne Mitchell,SID33238,Mathematics,26
Michael Blevins,SID33239,Psychology,12
James Walter DVM,SID33240,Medicine,21
Daniel Porter,SID33241,Philosophy,11
David Sharp,SID33242,Art,24
Christopher Smith,SID33243,Medicine,3
Ronald Robinson,SID33244,Psychology,13
Mark Reynolds,SID33245,Philosophy,7
Ashley Washington,SID33246,History,13
Desiree Casey,SID33247,Mathematics,13
Susan Booth,SID33248,Psychology,28
Christine Scott,SID33249,Literature,11
Kathy Fuller,SID33250,Literature,22
Julian Boyd,SID33251,History,8
Amy Jordan,SID33252,Art,13
Alexandra Griffin,SID33253,Biology,26
Angela Lozano,SID33254,Biology,22
Donna Moore,SID33255,Medicine,28
Chelsey King,SID33256,Economics,24
Andrew Freeman,SID33257,Physics,17
Susan Wright,SID33258,Biology,19
Eric Sherman,SID33259,Economics,20
Michael Ryan,SID33260,History,10
Ashley Wright,SID33261,Engineering,19
Scott Atkinson,SID33262,Psychology,15
Darryl Cummings,SID33263,Computer Science,1
Christian Leonard,SID33264,Medicine,13
Cheryl Wood,SID33265,History,14
Keith Sutton,SID33266,Philosophy,8
Joshua Robles,SID33267,Biology,17
Daniel Mcfarland,SID33268,Engineering,13
Julie Strickland,SID33269,Computer Science,4
George Marsh,SID33270,Computer Science,17
Timothy Hill,SID33271,Mathematics,1
Bianca Turner,SID33272,Biology,13
Abigail Horton,SID33273,Computer Science,13
Heather Brown,SID33274,Engineering,9
Diana Stone,SID33275,Philosophy,26
Renee Cook,SID33276,Literature,3
Tyler Faulkner,SID33277,Physics,22
Cheryl Howell MD,SID33278,History,12
Sheila Fuller,SID33279,Psychology,4
Ryan Reyes,SID33280,History,16
Mariah Graham,SID33281,Psychology,2
Omar Rivera,SID33282,Philosophy,2
Charles Jones,SID33283,Art,24
Amy Bennett,SID33284,Literature,14
Darren Mcneil,SID33285,Literature,3
Aaron Alvarez,SID33286,Computer Science,9
Barry Hobbs,SID33287,Literature,27
James Jackson,SID33288,Medicine,20
Brian Miller,SID33289,Philosophy,26
Melissa King,SID33290,Art,18
Margaret Brown,SID33291,Physics,19
Dalton Smith,SID33292,Psychology,5
Dr. Kimberly Flynn,SID33293,Economics,26
Patricia Brown,SID33294,Medicine,22
Matthew Lewis,SID33295,Economics,12
Natalie Williams,SID33296,Computer Science,17
Michael Sanders,SID33297,Philosophy,14
Monica Robinson,SID33298,Economics,6
Paul Barnes,SID33299,Computer Science,22
Austin Rios,SID33300,Mathematics,1
Scott Odom,SID33301,Psychology,24
Kendra Ford,SID33302,History,1
Daniel Hudson,SID33303,Medicine,20
Kimberly Wheeler,SID33304,Philosophy,23
Catherine Briggs,SID33305,Medicine,17
Jennifer Juarez,SID33306,Medicine,21
Valerie Macdonald,SID33307,Literature,28
Olivia Day,SID33308,Philosophy,15
Nancy Smith,SID33309,Mathematics,1
Matthew Dennis Jr.,SID33310,Physics,1
Charles Payne,SID33311,Physics,7
Dr. David Patel,SID33312,Mathematics,16
Gilbert Duncan,SID33313,Psychology,5
Michele Holloway,SID33314,Literature,7
Peter Cooper,SID33315,Art,6
Victor Williams,SID33316,Mathematics,18
Desiree Barton,SID33317,Physics,11
David Perez,SID33318,Psychology,28
Vanessa Frazier,SID33319,Engineering,10
Harold Hill,SID33320,Art,11
Joshua Barton,SID33321,Engineering,1
Louis Casey,SID33322,Biology,22
Christy Nelson,SID33323,Philosophy,19
Terry Ramirez,SID33324,Medicine,17
Alicia Boyd DDS,SID33325,Literature,10
Henry Gonzales,SID33326,Literature,1
Bruce Conner,SID33327,Mathematics,5
David Galloway,SID33328,Engineering,11
Keith Hood,SID33329,Engineering,2
Roy Jennings,SID33330,Literature,25
Michael Wolf,SID33331,Biology,6
Patrick Lamb,SID33332,Engineering,20
Madison Williams,SID33333,Medicine,9
Angelica Rojas,SID33334,Mathematics,26
Mr. Philip Cervantes DDS,SID33335,Economics,16
Beth Alexander,SID33336,Physics,23
Phillip Baker,SID33337,Physics,12
Ms. Sara Roberts DVM,SID33338,Art,23
Natalie White,SID33339,Physics,11
Barbara Murray,SID33340,Engineering,14
Shawn Mendoza,SID33341,Economics,15
Paul Gonzales,SID33342,Literature,3
Jessica Flores,SID33343,Art,1
Wendy Johnson,SID33344,Philosophy,26
Michael James,SID33345,Physics,2
Marisa Boone,SID33346,Philosophy,5
William Carroll,SID33347,Art,16
Dana Barry,SID33348,Art,8
Lauren Dunn,SID33349,Literature,27
Eric Baker,SID33350,Art,17
Christopher White,SID33351,Philosophy,10
John Rose,SID33352,Mathematics,8
Louis Morgan,SID33353,Economics,25
Johnny Murphy,SID33354,Philosophy,14
Anna Duarte,SID33355,Computer Science,13
Tracy Carter,SID33356,Literature,1
Tiffany Cain,SID33357,Psychology,13
Meagan Jenkins,SID33358,Philosophy,3
Danielle Graham,SID33359,Philosophy,12
Stephanie Roth,SID33360,Physics,10
Lindsey Estrada,SID33361,Medicine,7
Amanda Johnson,SID33362,Engineering,18
Mary Leblanc,SID33363,Psychology,13
Samuel Mccall,SID33364,Economics,10
Jacob Cruz,SID33365,Philosophy,23
Jerry Morales,SID33366,Mathematics,17
Megan Williams,SID33367,Art,20
James Oliver,SID33368,Medicine,4
Marcus Schmidt,SID33369,Engineering,25
Zachary Frazier,SID33370,Psychology,15
Harold Walters,SID33371,History,2
Brandon Melton,SID33372,Psychology,17
Christopher Leach,SID33373,Psychology,1
John Walker,SID33374,Literature,16
Beth Moore,SID33375,Economics,11
Lisa Harper,SID33376,Economics,6
Lori Rosales,SID33377,Philosophy,7
Diana Cobb,SID33378,Engineering,27
Mr. Samuel Cain,SID33379,Literature,15
Lee Weiss,SID33380,History,26
Tammie Shea,SID33381,Biology,8
Lucas Hahn,SID33382,Psychology,12
Tammy Brown,SID33383,Philosophy,26
John Johnson,SID33384,Art,24
Mrs. Heather White,SID33385,Art,27
Daniel Harris,SID33386,Engineering,16
Joseph Thomas,SID33387,Mathematics,19
Devin Daniel,SID33388,History,28
David Baker,SID33389,Biology,6
Ashley Nunez,SID33390,Biology,15
Cheryl Cooper,SID33391,Physics,23
Howard Greene,SID33392,History,21
Robert Cooper,SID33393,Art,5
Mark Martinez,SID33394,Biology,5
Robert Richards,SID33395,Computer Science,7
James Brown,SID33396,Psychology,22
Michael Lee,SID33397,Computer Science,14
Amanda Duffy,SID33398,Computer Science,1
Jessica Richards,SID33399,Economics,3
Jennifer Miller,SID33400,Art,7
John Graham,SID33401,History,16
Andrea Kelly,SID33402,Biology,5
Scott Richardson,SID33403,Biology,22
Juan Thornton,SID33404,Physics,8
David Miller,SID33405,Computer Science,17
Erin Mcclure DVM,SID33406,Engineering,13
Angela Pennington,SID33407,Psychology,11
William Potter,SID33408,Computer Science,2
Gregory Wu,SID33409,Physics,5
Alexis Saunders,SID33410,Mathematics,18
Dr. Tamara Freeman,SID33411,Computer Science,25
Jessica Garcia,SID33412,History,17
Brian Martinez,SID33413,Literature,7
Susan Owens,SID33414,Art,26
Mark Lopez,SID33415,Psychology,15
Renee Campbell,SID33416,History,26
Brittney Hunter,SID33417,Art,27
Phillip Estrada,SID33418,Philosophy,11
Ronald Vega,SID33419,Physics,8
Ann Ray,SID33420,Engineering,14
Amanda Griffin,SID33421,Medicine,2
Stacey Foster,SID33422,Physics,10
Donna Flores,SID33423,Engineering,5
Sabrina Herrera,SID33424,Medicine,7
Amanda Hamilton,SID33425,Art,2
Ruth Barnes,SID33426,Art,8
Austin Cook,SID33427,History,22
Kelly Anderson,SID33428,Mathematics,21
Kyle Arroyo,SID33429,Literature,6
Juan Suarez,SID33430,Psychology,14
Tiffany Yates,SID33431,Engineering,25
Jennifer Green,SID33432,Engineering,11
Amy Miller,SID33433,Computer Science,26
Anthony Garrett,SID33434,Mathematics,22
Steven Moore,SID33435,Literature,24
Timothy Vasquez,SID33436,Engineering,23
Timothy Barker,SID33437,Physics,1
Dustin Edwards,SID33438,Physics,12
Jeremy Keller,SID33439,Physics,22
Jason Rogers,SID33440,Psychology,22
Sherri Anderson,SID33441,History,2
David Le,SID33442,Economics,22
John Williams,SID33443,Art,13
Lisa Flores,SID33444,Biology,23
Gary Alexander,SID33445,Economics,16
Anthony Kent,SID33446,Philosophy,19
George Arnold,SID33447,Philosophy,28
James Sutton,SID33448,Philosophy,22
Steve Mccarthy,SID33449,Biology,14
Diane Hopkins,SID33450,Engineering,24
Robert Burke,SID33451,Biology,23
Andrew Gates,SID33452,Mathematics,5
Roberto Barker,SID33453,Medicine,22
Joan Daniels,SID33454,History,10
Amy Fernandez,SID33455,Philosophy,5
Christopher Jefferson,SID33456,Engineering,9
Teresa Petty,SID33457,Mathematics,26
Morgan Ochoa,SID33458,History,2
Ryan Harvey,SID33459,Engineering,10
Theresa Patterson,SID33460,Economics,11
Theresa Lambert,SID33461,Economics,28
Kyle Hunt,SID33462,Medicine,27
Bryan Vasquez,SID33463,Art,2
William Davis,SID33464,Art,5
Robert Baker,SID33465,History,16
Susan Gonzales,SID33466,Economics,4
Dillon Rich,SID33467,Engineering,9
Brittney Pena,SID33468,Psychology,11
Kristen Kirk,SID33469,Philosophy,1
Audrey Munoz,SID33470,Mathematics,4
Gene Russell,SID33471,Engineering,1
Keith Perry,SID33472,Biology,20
Roberto Watson,SID33473,Literature,18
Jennifer Sosa,SID33474,Philosophy,25
Carol Gomez MD,SID33475,Engineering,15
Gary Smith,SID33476,Economics,19
Holly Olsen,SID33477,Economics,28
William Wilson,SID33478,Philosophy,19
Henry Baker,SID33479,Physics,27
Bradley Gonzalez,SID33480,Literature,7
Kimberly Montgomery,SID33481,History,9
Dr. Lindsay Williamson,SID33482,Biology,15
Rhonda Castro,SID33483,Economics,11
Jennifer Bailey,SID33484,History,2
Shannon Jenkins,SID33485,Literature,25
Justin Collins,SID33486,Engineering,17
Heather Walker,SID33487,Computer Science,9
Kathy Wallace,SID33488,Biology,15
Brian Leonard,SID33489,Computer Science,13
Taylor Hansen,SID33490,History,20
Michael Roberts,SID33491,Physics,1
Darin Robinson,SID33492,Medicine,14
Dr. Roberta Wagner,SID33493,History,13
Michael Woodward,SID33494,Art,18
Lori Mayo DVM,SID33495,Medicine,26
Susan Oliver,SID33496,Economics,22
Deanna Lane,SID33497,Literature,13
Tina Hopkins,SID33498,Computer Science,17
Anita Ford,SID33499,Art,25
Tracy Phillips,SID33500,Philosophy,1
Rebecca Guerra,SID33501,Economics,3
Jessica Davis,SID33502,Physics,13
Peter Jones,SID33503,Physics,3
Teresa Miller,SID33504,Economics,1
Anthony King,SID33505,Art,24
Brianna Miller,SID33506,Philosophy,9
Kyle Allison,SID33507,Mathematics,27
Lisa Hanson,SID33508,Medicine,12
Patrick Archer,SID33509,Physics,5
Karen Hamilton,SID33510,Computer Science,18
Michael Lee,SID33511,Philosophy,23
Sandra Spencer,SID33512,Mathematics,17
Travis Shields,SID33513,Psychology,23
Bill Lewis,SID33514,Psychology,14
Sharon Khan,SID33515,Literature,10
Mark Martin,SID33516,Economics,8
Cynthia Jackson,SID33517,History,19
Mr. Jacob Hopkins,SID33518,Medicine,19
Lisa Campos,SID33519,Philosophy,23
Gregory Nguyen,SID33520,Physics,22
James Allen,SID33521,Psychology,28
Ronald Jones,SID33522,Economics,1
Patricia Ball,SID33523,Economics,28
Paula Smith,SID33524,Computer Science,9
Robert Banks,SID33525,Art,12
Deborah Silva,SID33526,Art,12
Gregory Donovan,SID33527,Computer Science,2
Joann Green,SID33528,Art,6
Karen Abbott,SID33529,Medicine,20
David Dennis,SID33530,Biology,1
Tiffany Howard,SID33531,Mathematics,4
Thomas Berry,SID33532,Psychology,6
Ian Greene,SID33533,Mathematics,21
Derek Brown,SID33534,Biology,23
Elizabeth Cooper,SID33535,Mathematics,1
Jennifer May,SID33536,Biology,20
Erica Walker,SID33537,Art,2
Jocelyn Mccann,SID33538,Medicine,9
John Hudson,SID33539,Art,8
Rebecca Bryant,SID33540,Biology,14
Amanda Hanson,SID33541,Art,8
Frank Anderson,SID33542,History,22
Mrs. Carolyn Chandler,SID33543,Physics,10
Jeffery Tucker,SID33544,History,22
Tracy Maddox,SID33545,Medicine,12
Barbara Hinton,SID33546,Medicine,20
Beverly Williams,SID33547,History,12
Henry Davis,SID33548,Literature,14
Lee Mathews,SID33549,Economics,19
Andrew Leblanc,SID33550,Engineering,9
Samantha Sims,SID33551,Physics,14
Brandy Brooks,SID33552,Medicine,26
Dawn Jones,SID33553,Physics,11
Jacqueline Mckay,SID33554,Mathematics,16
Donald Juarez,SID33555,Art,26
Thomas Hunt,SID33556,History,27
Timothy Wood,SID33557,Biology,23
Jennifer Stout,SID33558,Philosophy,28
Wayne Anderson,SID33559,Philosophy,8
James Riley,SID33560,Computer Science,12
Jennifer Ford,SID33561,Biology,26
Kevin Riggs,SID33562,Engineering,4
Joseph Rodriguez,SID33563,Engineering,5
John Spencer,SID33564,Computer Science,6
Brandon Mathis,SID33565,Computer Science,22
Thomas Donovan,SID33566,Economics,28
Eric Williams,SID33567,Psychology,7
Cheryl Garcia,SID33568,Engineering,25
Michael Avery,SID33569,History,13
Amanda Garcia,SID33570,Medicine,15
Regina Stevens,SID33571,Mathematics,14
Aaron Munoz,SID33572,Literature,6
Douglas Swanson,SID33573,Psychology,12
Dr. Diamond Miller,SID33574,Economics,15
Brandon Nelson,SID33575,Economics,15
Karen Rogers,SID33576,Philosophy,25
John King,SID33577,Medicine,27
Kathleen Schwartz,SID33578,Engineering,3
Eric Boone,SID33579,Philosophy,3
Dr. Sandra Woods,SID33580,Physics,6
Tanya Reyes,SID33581,Philosophy,9
Erica Sims,SID33582,Engineering,24
Alex Rodgers,SID33583,Physics,6
Sheena Simpson,SID33584,Philosophy,7
Lauren Oneill,SID33585,Art,8
Miranda Terry,SID33586,Mathematics,11
Misty Mcconnell,SID33587,Biology,18
Harry Roberson,SID33588,Engineering,22
Erica Clayton,SID33589,Economics,25
Thomas Chan,SID33590,Philosophy,19
Lauren Rodriguez,SID33591,Literature,5
Vicki Taylor,SID33592,Medicine,12
Jessica Bailey,SID33593,Psychology,1
Jaime Taylor,SID33594,Economics,8
Mary Reeves,SID33595,Philosophy,11
Stephen White,SID33596,History,24
Pedro Wilson,SID33597,Biology,5
Teresa Thompson,SID33598,Physics,14
Sheri Smith,SID33599,Engineering,27
Shane Harris,SID33600,Biology,18
David Fox,SID33601,Physics,3
Jacqueline Dudley,SID33602,Literature,4
Laura Ramirez,SID33603,Medicine,27
Nicole Roberts,SID33604,History,21
Leslie Cohen,SID33605,Medicine,2
Rebecca Richards,SID33606,Engineering,1
Andrea Perry,SID33607,Mathematics,20
Austin Dunn,SID33608,Philosophy,6
Joshua Nelson,SID33609,Philosophy,7
Tara Joseph,SID33610,Mathematics,14
Martha Graham,SID33611,Psychology,1
Jessica Figueroa,SID33612,Biology,16
Kathleen West,SID33613,Engineering,6
Monica Schwartz,SID33614,Mathematics,18
Jeffrey Cardenas,SID33615,Literature,4
Zachary Estes,SID33616,Mathematics,12
Brooke Beasley,SID33617,Art,5
Cassandra Torres,SID33618,Biology,9
Austin Collins,SID33619,Psychology,12
Laura Dunn PhD,SID33620,Physics,8
